budget,campaign_name,channel,conversion_rate,end_date,revenue,roi,start_date,target_audience,type,impressions,clicks,leads,conversions
88094.67,Ergonomic full-range workforce,paid,0.24,3/13/2024,295898.2,0.94,4/25/2023,B2B,email,12048,1687,576,1
23030.51,Down-sized object-oriented website,referral,0.9,4/10/2024,14158.69,0.4,11/16/2022,B2C,social media,49001,6240,2895,26
44207.35,Fully-configurable web-enabled info-mediaries,organic,0.51,4/4/2024,865565.75,0.79,3/30/2023,B2C,social media,22941,4310,1140,5
40594.89,User-centric intangible success,referral,0.86,8/27/2023,313328.51,0.94,1/9/2023,B2C,email,11828,1473,594,5
55314.88,Realigned zero administration intranet,paid,0.34,11/29/2023,354396.83,0.11,3/12/2023,B2B,social media,11917,2369,905,3
91275.2,Secured grid-enabled policy,paid,0.38,8/27/2023,761329.99,0.77,7/22/2023,B2C,email,30618,5441,1570,5
67716.57,Sharable neutral array,promotion,0.15,6/15/2024,120441.4,0.39,3/24/2023,B2B,webinar,42254,3434,827,1
15390.47,Universal global benchmark,paid,0.72,3/13/2024,289275.2,0.57,5/4/2023,B2B,webinar,49756,9433,3730,26
71105.48,Adaptive well-modulated extranet,promotion,0.9,8/9/2023,242732.54,0.41,11/18/2022,B2C,social media,30128,2032,856,7
4459.25,Robust tangible strategy,paid,0.62,12/16/2023,285414.63,0.95,5/16/2023,B2C,webinar,10009,1727,508,3
30382.56,Versatile context-sensitive interface,paid,0.95,10/29/2023,441419.78,0.71,11/5/2022,B2B,webinar,26644,2853,1122,10
29527.93,Synergistic value-added help-desk,paid,0.61,7/18/2024,142683.63,0.85,4/1/2023,B2C,social media,32422,5890,1876,11
97339.13,Multi-channeled didactic process improvement,organic,0.69,6/8/2024,409395.67,0.5,12/31/2022,B2B,email,19865,3579,1481,10
38723.34,Distributed stable emulation,referral,0.22,3/19/2024,122519.77,0.41,12/4/2022,B2C,email,12219,2088,542,1
62234.75,Operative context-sensitive Local Area Network,promotion,0.84,11/28/2023,640882.28,0.51,8/31/2022,B2B,email,49809,8393,3920,32
63478.39,Seamless motivating infrastructure,organic,0.28,10/20/2023,563372.52,0.96,2/20/2023,B2B,podcast,15287,1462,418,1
93236.34,Switchable leadingedge alliance,referral,0.85,7/28/2024,545988.99,0.92,1/29/2023,B2C,webinar,44387,2758,855,7
84718.25,Multi-lateral grid-enabled middleware,paid,0.97,7/17/2024,76971.76,0.98,6/11/2023,B2B,social media,18512,2044,444,4
17398.1,Inverse system-worthy utilization,paid,0.6,8/15/2023,36397.45,0.22,8/25/2022,B2C,email,11342,862,201,1
78135.6,Extended next generation paradigm,referral,0.11,1/26/2024,551156.74,0.54,6/1/2023,B2B,podcast,29216,4506,1598,1
24769.6,Customer-focused bifurcated service-desk,organic,0.9,9/19/2023,161983.35,0.65,4/8/2023,B2B,social media,37534,3825,1072,9
36943.95,Extended tangible hierarchy,referral,0.46,4/7/2024,135256.94,0.63,8/2/2022,B2C,social media,24231,4757,2143,9
67417.39,Down-sized systematic contingency,paid,0.74,7/26/2024,291171.32,0.15,5/14/2023,B2C,podcast,42293,6180,1263,9
65008.76,Focused holistic installation,paid,0.36,9/14/2023,433912.4,0.15,12/13/2022,B2B,podcast,36614,6347,1991,7
75478.5,Profound 24/7 parallelism,referral,0.34,12/13/2023,372918.3,0.15,6/21/2023,B2B,social media,46258,3232,973,3
30574.8,Ergonomic incremental utilization,promotion,0.92,6/1/2024,985934.77,0.2,11/6/2022,B2C,webinar,38253,6858,1411,12
73452.84,Implemented actuating structure,paid,0.83,5/11/2024,870280.71,0.1,1/26/2023,B2B,podcast,27988,5273,1251,10
2113.42,Optimized high-level ability,paid,0.6,3/23/2024,545164.59,0.97,4/22/2023,B2C,email,41037,5049,1636,9
43439.29,Up-sized eco-centric open architecture,paid,0.24,8/22/2023,887646.91,0.57,5/20/2023,B2B,social media,22219,3131,1089,2
55795.59,Business-focused systematic Graphical User Interface,organic,0.7,11/22/2023,678927.4,0.37,1/25/2023,B2B,social media,10235,1685,541,3
7795.44,Up-sized maximized time-frame,organic,0.24,6/24/2024,533292.53,0.95,5/17/2023,B2B,social media,11908,907,325,0
93728.56,Versatile explicit standardization,paid,0.68,11/16/2023,371660.32,0.87,5/8/2023,B2B,webinar,18567,2328,881,5
61599.31,Extended regional paradigm,organic,0.3,9/9/2023,510396.54,0.44,1/15/2023,B2C,email,46298,5083,1031,3
71582.81,Multi-channeled real-time info-mediaries,paid,0.0,4/30/2024,878650.2,0.51,6/27/2023,B2B,email,15256,1097,372,0
40565.83,Function-based 4thgeneration flexibility,promotion,0.11,4/20/2024,90238.91,0.62,2/11/2023,B2C,social media,29019,3050,1491,1
8570.41,Stand-alone client-driven approach,paid,0.71,10/5/2023,864848.47,0.52,2/28/2023,B2B,podcast,18162,1093,388,2
10297.36,Balanced optimizing software,paid,0.71,5/10/2024,997657.18,0.95,4/10/2023,B2B,podcast,15415,830,334,2
12624.62,De-engineered object-oriented framework,paid,0.51,12/10/2023,490299.83,0.31,10/1/2022,B2C,social media,46159,3243,952,4
71398.88,Multi-layered full-range throughput,paid,0.83,3/1/2024,428690.2,0.38,2/9/2023,B2B,social media,15951,3101,1340,11
95378.2,Self-enabling multi-tasking help-desk,referral,0.91,7/16/2024,744126.87,0.69,5/1/2023,B2B,email,31852,4218,1821,16
95049.66,Object-based national standardization,promotion,0.2,10/6/2023,307444.6,0.84,8/13/2022,B2C,podcast,18007,3509,1250,2
14254.9,Object-based leadingedge initiative,promotion,0.31,2/8/2024,373966.59,0.8,3/1/2023,B2C,podcast,40523,4655,2294,7
39380.23,Sharable background circuit,referral,0.99,6/15/2024,878859.45,0.58,8/26/2022,B2B,email,33325,3224,766,7
1223.82,Synchronized national system engine,paid,0.3,11/11/2023,768567.7,0.71,1/18/2023,B2C,social media,31204,3929,805,2
32575.19,Front-line attitude-oriented adapter,referral,0.17,4/23/2024,262152.11,0.9,1/7/2023,B2C,webinar,25524,2958,1275,2
61978.1,Grass-roots scalable framework,paid,0.77,8/19/2023,108.21,0.39,2/16/2023,B2C,social media,29282,1928,852,6
62893.8,Networked zero administration array,promotion,0.53,12/13/2023,956677.1,0.18,12/29/2022,B2B,email,33930,4957,1170,6
80963.14,Visionary client-driven instruction set,organic,0.7,11/9/2023,520779.28,0.14,12/18/2022,B2C,email,10077,830,232,1
89833.97,Seamless directional Graphic Interface,promotion,0.42,12/8/2023,533309.75,0.6,8/27/2022,B2C,email,30611,4375,898,3
78857.26,Innovative 4thgeneration protocol,promotion,0.74,1/24/2024,899416.78,0.15,8/16/2022,B2C,webinar,26984,3980,1146,8
42878.1,Cross-group radical definition,organic,0.66,4/1/2024,236497.1,0.48,4/24/2023,B2C,webinar,24060,1751,756,4
27483.74,Automated client-server contingency,organic,0.38,12/20/2023,138657.81,0.8,11/30/2022,B2B,social media,27449,1625,577,2
32993.61,Enterprise-wide tangible secured line,promotion,0.9,5/30/2024,15015.31,0.4,7/4/2023,B2B,email,28520,4766,1450,13
2568.1,Open-architected transitional framework,organic,0.26,12/15/2023,189403.95,0.44,10/2/2022,B2C,podcast,19510,2321,723,1
9689.82,Networked motivating Graphic Interface,referral,0.31,4/23/2024,570403.72,0.23,8/6/2022,B2C,podcast,39287,2307,462,1
48068.29,Balanced impactful collaboration,organic,0.13,3/24/2024,749632.31,0.96,9/7/2022,B2C,social media,38173,7605,2204,2
41572.75,Phased clear-thinking matrix,paid,0.4,6/24/2024,745526.31,0.88,12/28/2022,B2B,webinar,49711,2916,1148,4
54998.51,Multi-channeled hybrid workforce,promotion,0.44,9/12/2023,328378.21,0.46,12/27/2022,B2B,email,21954,3386,1666,7
26043.99,Up-sized dedicated workforce,organic,0.25,5/21/2024,990541.8,0.28,9/13/2022,B2C,email,17804,3517,1597,3
24633.17,Focused tangible array,referral,0.45,3/10/2024,477094.47,0.52,12/20/2022,B2B,podcast,16565,1422,294,1
56844.8,Organized heuristic customer loyalty,referral,0.45,8/7/2023,213233.35,0.17,8/14/2022,B2B,email,15984,1140,535,2
50192.71,Implemented radical array,organic,0.13,2/11/2024,579337.15,0.74,8/9/2022,B2B,email,31526,2150,935,1
86585.56,Reactive even-keeled hardware,organic,0.94,6/24/2024,343542.86,0.62,4/20/2023,B2B,email,47438,4529,1966,18
15386.79,Implemented logistical architecture,organic,0.98,4/6/2024,973522.31,0.23,7/20/2023,B2B,webinar,28574,1861,627,6
56098.87,Team-oriented intermediate matrices,organic,0.53,1/4/2024,693941.43,0.74,5/31/2023,B2C,webinar,19184,2950,942,4
86427.37,Operative optimizing firmware,organic,0.69,6/20/2024,615345.97,0.16,4/6/2023,B2B,webinar,29096,1726,502,3
12214.82,Cloned system-worthy project,organic,0.46,11/30/2023,553547.53,0.36,5/11/2023,B2B,email,12192,1541,338,1
83088.32,Versatile regional capability,paid,0.8,9/19/2023,564579.89,0.14,9/26/2022,B2C,email,44016,8781,2357,18
80176.5,De-engineered static standardization,promotion,0.11,10/21/2023,24198.61,0.46,11/22/2022,B2C,email,21246,3656,1001,1
11441.68,Total bi-directional attitude,promotion,0.39,6/12/2024,831009.89,0.51,4/25/2023,B2B,podcast,28381,4038,1394,5
48365.23,Progressive non-volatile service-desk,organic,0.67,6/10/2024,340157.74,0.67,9/20/2022,B2C,webinar,46455,4456,1890,12
86182.78,Business-focused needs-based synergy,promotion,0.12,9/12/2023,761650.71,0.29,6/20/2023,B2B,webinar,36727,5273,1804,2
87937.87,Optional holistic Graphical User Interface,promotion,0.96,6/10/2024,186429.38,0.75,4/15/2023,B2B,social media,14018,1809,393,3
13932.94,Grass-roots bottom-line strategy,promotion,0.21,8/9/2023,737381.8,0.48,4/23/2023,B2C,webinar,21302,2426,1182,2
8324.3,Quality-focused fault-tolerant secured line,promotion,0.76,8/2/2023,875993.48,0.68,2/1/2023,B2C,webinar,11970,833,402,3
10216.93,Secured solution-oriented application,organic,0.12,2/22/2024,597726.39,0.24,9/12/2022,B2B,social media,37202,6807,2964,3
73598.13,Multi-tiered executive task-force,promotion,0.45,3/24/2024,508514.45,0.43,2/18/2023,B2C,email,41110,4829,2401,10
39103.33,Focused empowering superstructure,promotion,0.55,5/26/2024,503191.26,0.81,2/5/2023,B2C,webinar,27586,2184,793,4
5833.99,Reverse-engineered motivating algorithm,promotion,0.65,3/23/2024,181824.5,0.34,1/28/2023,B2C,webinar,34519,3630,1774,11
60899.96,Configurable attitude-oriented throughput,promotion,0.3,7/17/2024,511916.8,0.89,1/14/2023,B2C,podcast,41273,4627,1030,3
40596.83,Expanded neutral extranet,promotion,0.22,12/7/2023,794415.14,0.94,6/16/2023,B2B,podcast,31951,5563,1722,3
25337.54,Reduced attitude-oriented task-force,promotion,0.17,12/24/2023,569047.55,0.88,12/3/2022,B2C,social media,25374,4060,1086,1
93064.34,Focused logistical projection,promotion,0.6,10/18/2023,783632.31,0.53,9/15/2022,B2C,webinar,15788,2611,675,4
75609.64,Proactive asymmetric time-frame,promotion,0.84,3/24/2024,579392.35,0.43,1/15/2023,B2C,webinar,15408,795,192,1
21939.98,Inverse systematic productivity,promotion,0.55,7/20/2024,52042.32,0.1,5/8/2023,B2C,email,35053,3940,1523,8
89036.76,Optional coherent moratorium,organic,0.44,11/24/2023,917084.93,0.76,9/17/2022,B2B,podcast,19446,2376,1032,4
31126.7,Expanded upward-trending conglomeration,organic,0.37,6/1/2024,899936.24,0.76,2/4/2023,B2C,podcast,10922,577,215,0
51825.62,Compatible clear-thinking array,promotion,0.49,4/21/2024,891145.72,0.6,8/17/2022,B2B,webinar,43187,3842,937,4
71516.9,Universal 4thgeneration framework,organic,0.72,12/22/2023,857045.98,0.2,4/25/2023,B2C,email,20789,3410,1511,10
95735.11,Persevering motivating benchmark,promotion,0.24,9/18/2023,369103.26,0.49,7/2/2023,B2C,social media,42184,2976,1162,2
26262.29,Object-based content-based ability,organic,0.77,12/20/2023,415891.1,0.67,10/12/2022,B2C,webinar,11120,1448,458,3
99579.39,Innovative logistical interface,organic,0.28,10/25/2023,758121.44,0.1,3/5/2023,B2C,social media,42154,3468,1394,3
35965.37,De-engineered impactful policy,paid,0.77,6/11/2024,574345.65,0.21,9/4/2022,B2C,podcast,27334,1416,393,3
47201.38,Integrated contextually-based parallelism,organic,0.67,6/2/2024,402603.75,0.58,8/19/2022,B2C,webinar,12336,1063,322,2
66401.2,Innovative mission-critical firmware,promotion,0.91,9/10/2023,419378.34,0.71,4/10/2023,B2C,email,48141,9453,4492,40
69533.11,Advanced clear-thinking Graphical User Interface,promotion,0.59,5/19/2024,791308.71,0.72,1/21/2023,B2C,webinar,12243,2084,598,3
73328.31,Reactive tangible access,organic,0.92,5/14/2024,149637.56,0.18,9/9/2022,B2B,webinar,29029,5629,1919,17
50036.8,Versatile systemic challenge,promotion,0.45,12/28/2023,578349.16,0.27,2/2/2023,B2B,social media,42265,5206,2431,10
24555.69,Switchable value-added portal,referral,0.19,9/16/2023,542272.5,0.78,9/10/2022,B2B,email,47380,3148,1297,2
83793.28,Up-sized well-modulated support,paid,0.97,6/6/2024,927525.79,0.45,9/11/2022,B2C,webinar,33710,4456,974,9
20492.32,Secured asymmetric focus group,paid,0.43,10/5/2023,293207.54,0.34,3/17/2023,B2C,social media,39486,4665,1139,4
84057.89,Down-sized 6thgeneration methodology,paid,0.69,12/14/2023,574894.6,0.17,5/26/2023,B2B,podcast,16371,2891,585,4
44021.7,Upgradable next generation knowledge user,promotion,0.71,9/1/2023,268456.4,0.88,2/14/2023,B2B,webinar,16359,1058,411,2
72633.75,Reverse-engineered regional data-warehouse,referral,0.19,5/6/2024,46016.24,0.42,11/10/2022,B2C,email,45996,5668,1894,3
42103.6,Implemented 4thgeneration open system,organic,0.84,5/12/2024,789172.99,0.66,12/30/2022,B2C,webinar,30103,2182,524,4
30951.13,Progressive motivating array,referral,0.25,1/18/2024,576624.43,0.99,2/18/2023,B2C,email,24382,2406,1172,2
4675.43,Visionary client-driven pricing structure,paid,0.5,7/29/2024,641884.2,0.68,9/11/2022,B2B,social media,28755,4618,1657,8
55342.0,Pre-emptive mission-critical matrices,organic,0.9,11/19/2023,350758.89,0.19,8/30/2022,B2C,email,45659,5543,1510,13
83667.24,Triple-buffered high-level neural-net,organic,0.0,6/5/2024,460534.5,0.25,11/1/2022,B2B,social media,13756,1463,512,0
69912.37,Managed actuating open architecture,promotion,0.24,11/2/2023,325212.98,0.71,12/30/2022,B2C,email,30609,3341,1349,3
68203.64,Visionary composite task-force,organic,0.56,7/30/2024,931667.61,0.74,10/22/2022,B2B,email,26478,3148,701,3
53848.51,Ergonomic fresh-thinking customer loyalty,organic,0.98,5/20/2024,940582.98,0.27,8/28/2022,B2B,email,45442,7623,2152,21
2339.3,Enterprise-wide didactic instruction set,organic,0.73,10/5/2023,197904.55,0.25,11/11/2022,B2B,social media,49666,9129,4035,29
85162.21,Decentralized client-driven adapter,promotion,0.9,3/18/2024,547794.76,0.12,1/8/2023,B2C,webinar,20147,3894,1315,11
57412.53,Cross-platform transitional interface,paid,0.2,9/23/2023,540285.9,0.66,8/5/2022,B2C,webinar,43561,7319,2663,5
17051.21,Universal transitional moderator,promotion,0.22,7/22/2024,572556.5,0.72,5/4/2023,B2B,social media,44884,4367,1440,3
20606.52,Universal composite open system,organic,0.42,1/13/2024,346919.49,0.12,3/2/2023,B2B,webinar,15779,2417,515,2
18637.27,Public-key human-resource product,paid,0.16,7/23/2024,105353.85,0.25,11/11/2022,B2B,podcast,22298,2578,643,1
57858.79,Secured background encryption,referral,0.16,12/18/2023,755718.77,0.1,9/22/2022,B2B,email,24153,2130,710,1
9933.82,Implemented content-based contingency,promotion,0.35,9/5/2023,286921.83,0.4,7/18/2023,B2C,email,20789,3661,961,3
55733.12,Open-architected responsive array,promotion,0.31,12/10/2023,148330.9,0.34,12/24/2022,B2C,social media,22999,1282,275,0
3854.95,Reverse-engineered client-server neural-net,promotion,0.34,2/17/2024,223877.3,0.12,1/19/2023,B2B,social media,10814,2003,907,3
43185.33,Networked upward-trending forecast,referral,0.72,1/23/2024,918409.28,0.47,7/6/2023,B2B,email,20541,2448,1210,8
35728.11,Multi-layered optimal pricing structure,organic,0.97,11/21/2023,556729.13,0.35,1/28/2023,B2C,webinar,34938,5086,2227,21
70220.82,Persistent stable leverage,paid,0.33,10/4/2023,89723.88,0.5,1/15/2023,B2B,social media,12443,1852,844,2
39506.88,Focused stable analyzer,organic,0.81,6/6/2024,753417.28,0.55,6/28/2023,B2C,webinar,20457,3769,1027,8
93971.2,Networked exuding instruction set,promotion,0.29,2/27/2024,232132.15,0.39,9/11/2022,B2C,podcast,20380,2965,1447,4
51220.79,Multi-layered intermediate conglomeration,referral,0.13,4/17/2024,784728.26,0.41,8/30/2022,B2C,webinar,17783,2526,654,0
88113.95,Visionary 24hour circuit,paid,0.49,6/21/2024,528254.15,0.39,8/26/2022,B2B,email,27368,1642,797,3
62829.72,Optional even-keeled functionalities,referral,0.62,8/23/2023,253765.71,0.5,1/1/2023,B2C,webinar,25328,3235,1612,9
79350.42,De-engineered systematic conglomeration,organic,0.57,12/26/2023,332867.82,0.81,5/2/2023,B2C,webinar,36215,2626,1085,6
69815.82,Extended 24hour contingency,organic,0.27,8/18/2023,2810.51,0.16,7/7/2023,B2C,podcast,43595,7002,3461,9
29206.8,User-centric clear-thinking interface,referral,0.34,5/27/2024,628376.14,0.6,8/28/2022,B2C,social media,37306,4731,1754,5
59160.0,Programmable optimal capability,organic,0.69,2/27/2024,376200.21,0.77,6/6/2023,B2B,email,29915,4548,1263,8
17097.49,Optimized zero administration approach,referral,0.82,11/13/2023,378447.69,0.3,4/7/2023,B2B,email,49915,2807,929,7
31330.31,Robust directional complexity,organic,0.77,7/27/2024,820739.68,0.35,3/16/2023,B2B,email,47219,2961,1119,8
35539.13,Reverse-engineered 4thgeneration analyzer,referral,0.68,11/3/2023,579364.9,0.53,12/24/2022,B2C,social media,25343,3990,885,6
43792.4,Secured incremental moratorium,paid,0.81,8/28/2023,70347.37,0.94,8/4/2022,B2B,webinar,48727,2963,1145,9
80292.7,Universal asymmetric extranet,referral,0.25,4/30/2024,19497.73,0.6,3/7/2023,B2B,webinar,10126,614,303,0
93319.78,User-friendly next generation challenge,promotion,0.57,9/10/2023,738244.49,0.61,1/27/2023,B2B,social media,37632,1949,500,2
25534.3,Vision-oriented zero tolerance hardware,paid,0.99,12/28/2023,141758.95,0.9,1/13/2023,B2C,email,30530,5906,2585,25
7315.35,Reverse-engineered static infrastructure,referral,0.7,8/7/2023,162798.55,0.86,7/16/2023,B2C,email,49964,8025,3790,26
4714.75,Managed leadingedge knowledge user,referral,0.12,1/27/2024,650653.56,0.66,3/4/2023,B2B,email,13368,1376,664,0
83835.24,Multi-channeled full-range framework,organic,0.48,8/31/2023,161707.63,0.16,7/1/2023,B2C,webinar,13797,1303,635,3
17625.0,Optional secondary website,paid,0.18,9/12/2023,517206.57,0.22,12/13/2022,B2B,webinar,23718,2430,866,1
29827.35,Open-source fault-tolerant open architecture,referral,0.36,7/31/2024,310553.26,0.52,6/3/2023,B2C,webinar,44560,7405,3652,13
62616.23,Distributed dynamic process improvement,organic,0.7,10/6/2023,652592.33,0.59,9/17/2022,B2B,email,21053,3141,1341,9
47196.25,Triple-buffered exuding Local Area Network,promotion,0.92,11/21/2023,572836.7,0.9,12/19/2022,B2C,podcast,32116,2497,620,5
4072.67,Vision-oriented 24hour migration,organic,0.18,12/7/2023,7636.54,0.15,9/30/2022,B2C,social media,46244,3519,1207,2
82509.65,Intuitive 4thgeneration access,referral,0.29,7/28/2024,702414.14,0.78,8/16/2022,B2B,social media,46185,2990,1242,3
50412.87,Organic multi-tasking hardware,promotion,0.27,2/12/2024,334303.84,0.91,11/28/2022,B2B,social media,11645,1735,475,1
93586.76,Switchable solution-oriented success,organic,0.87,3/6/2024,601987.53,0.96,6/13/2023,B2C,social media,29256,4817,1889,16
7401.5,Multi-channeled 5thgeneration methodology,organic,0.12,2/28/2024,537274.2,0.9,1/19/2023,B2B,podcast,45840,4114,1645,1
97845.91,Object-based scalable utilization,paid,0.63,12/1/2023,985580.9,0.18,1/29/2023,B2B,webinar,44622,2371,589,3
77555.4,Operative tangible firmware,organic,0.21,6/25/2024,613448.3,0.8,4/19/2023,B2C,email,47430,2956,1092,2
11168.71,Up-sized user-facing secured line,promotion,0.2,10/29/2023,277549.41,0.8,10/2/2022,B2C,social media,49282,9618,4150,8
